ID,Work Item Type,Title,Assigned To,State,Tags,Description,Repro Steps
"13860","Bug","[Vega Declarative chart] Text on the chart is overlapping on the chart.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 719 </div><div style=""box-sizing:border-box;"">3. mouse hover on the chart&nbsp; and observe the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><div style=""box-sizing:border-box;""> </div><span style=""box-sizing:border-box;display:inline !important;""></span><span style=""box-sizing:border-box;display:inline !important;"">Text on the chart is overlapping on the chart.</span><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">text should be displayed properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br style=""box-sizing:border-box;""><div><b>same issue observed in :382,387,465,466,516,657,719,863,</b> </div>"
"13859","Bug","[Vega Declarative chart] Although the two charts use different display formats, the legend selection and deselection still apply changes to the charts.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 1104 </div><div style=""box-sizing:border-box;"">3. mouse hover on the chart bars </div><div style=""box-sizing:border-box;"">4.select and deselect the legends and observe the chart display&nbsp; </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><div style=""box-sizing:border-box;""> </div><span style=""box-sizing:border-box;display:inline !important;""></span><span style=""display:inline !important;"">Although the two charts use different display formats, the legend selection and deselection still apply changes to the charts.</span><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart should be displayed properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br style=""box-sizing:border-box;""><br> </div>"
"13858","Bug","[Vega Declarative chart] The area covered by the chart extends beyond the x-axis (y=0).",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 753 </div><div style=""box-sizing:border-box;"">3.&nbsp; observe the chart display in the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><div style=""box-sizing:border-box;""> </div><span style=""display:inline !important;""></span>The area covered by the chart extends beyond the x-axis (y=0).<div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart should be displayed properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br><br> </div>"
"13857","Bug","[Vega Declarative chart] Bar is misplaced from the chart and displayed outside of the chart.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 753 </div><div style=""box-sizing:border-box;"">3.&nbsp; observe the chart display in the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><div style=""box-sizing:border-box;""> </div>Bar is misplaced from the chart and displayed outside of the chart.<div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart should be displayed properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br><br> </div>"
"13856","Bug","[Vega Declarative chart] some of the chart numbers are displayed twice in the dropdown.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 1000 </div><div style=""box-sizing:border-box;"">3.&nbsp; observe the numbers in the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><div style=""box-sizing:border-box;"">some of the chart numbers are displayed twice in the dropdown. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart should not be displayed twice and loaded properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br> </div>"
"13855","Bug","[Vega Declarative chart] For some of the charts are not loading/empty, showing error and only legends loading.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 343 </div><div style=""box-sizing:border-box;"">3.&nbsp; observe the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span>For some of the charts are not loading/empty, showing error and only legends loading.<div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart should be displayed and loaded properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br><b>same issue observed in :</b> </div><div><b><br></b> </div><div><ol><li><b>chart not loading showing error:&nbsp; </b>&nbsp;344,346,355,363,383,386,391,399,400,416,424,425,427,431,432,441,488,506,539,543,544,546,548,549,551,552,554,556,560,561,562,569,622,623,624,625,626,627,628, 629,630,631,632,633,634,710,716,717,718,721,724,727,728,754,789,796,822,840, 841,842,846,848,850,851,852,868,870,896,897,898,899,900,901,902,903,904,905,906,907, 908,909,910,911,912,923,924,925,926,927,944,1107, </li><li><b>chart showing empty nothing loading:&nbsp;</b>190,568,871 to 892,&nbsp;1013,1014,1015 </li><li><b>only legends loading and chart is not loading:</b>1023,1101 </li> </ol><div><b><br></b> </div><div><b><br></b> </div><b></b> </div>"
"13807","Bug","[Vega Declarative chart] The chart disappears when a chart number is selected.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 141 </div><div style=""box-sizing:border-box;"">3.&nbsp; observe the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><span style=""display:inline !important;"">The chart disappears when a chart number is selected.</span><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart should be displayed and loaded properly. </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br><br> </div>"
"13806","Bug","[Vega Declarative chart] The data appears twice on mouse hover but is shown only once in the legend.",,"New","Test workflow bugs; VegaDeclarativechart","<div><a href=""https://fluentuipr.z22.web.core.windows.net/pull/35546/chart-docsite/storybook/index.html?path=/docs/charts-vegadeclarativechart--docs&amp;globals=storybook_fluentui-react-addon_theme:web-light"">Charts / VegaDeclarativeChart - Docs ⋅ Storybook</a><br> </div>","<div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Repro steps:</b> </div><div style=""box-sizing:border-box;"">1. Click on link provided. </div><div style=""box-sizing:border-box;"">2. select chart 493 </div><div style=""box-sizing:border-box;"">3. Mouse hover on the chart and observe the chart </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Actual behavior:&nbsp;</b></span></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span> </div><span style=""box-sizing:border-box;display:inline !important;""></span><span style=""display:inline !important;"">The data appears twice on mouse hover but is shown only once in the legend.</span><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Expected behavior:</b><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">&nbsp;</b></span></span></span></span> </div><div style=""box-sizing:border-box;"">chart and the legend should be displayed as per the data </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Note:<span style=""box-sizing:border-box;"">&nbsp;</span></b>pleas</span><span style=""box-sizing:border-box;"">e find attached Video for reference</span></span></span></span> </div> </div><br> </div>"
